township_id,annual_precipitation_mm
T041R15W4,396
T041R15W5,558
T041R16W4,408
T041R16W5,553
T041R17W4,434
T041R17W5,546
T041R18W4,449
T041R18W5,555
T041R19W4,449
T041R19W5,572
T041R20W4,449
T041R20W5,598
T041R21W4,454
T041R22W4,463
T041R23W4,473
T041R24W4,474
T041R25W4,464
T041R26W4,448
T041R27W4,447
T041R28W4,470
T042R01W4,369
T042R01W5,512
T042R02W4,368
T042R02W5,526
T042R03W4,371
T042R03W5,542
T042R04W4,377
T042R04W5,560
T042R05W4,380
T042R05W5,565
T042R06W4,388
T042R06W5,566
T042R07W4,393
T042R07W5,572
T042R08W4,398
T042R08W5,590
T042R09W4,399
T042R09W5,611
T042R10W4,394
T042R10W5,624
T042R11W4,390
T042R11W5,641
T042R12W4,391
T042R12W5,648
T042R13W4,398
T042R13W5,643
T042R14W4,401
T042R14W5,588
T042R15W4,402
T042R15W5,560
T042R16W4,412
T042R16W5,560
T042R17W4,429
T042R17W5,570
T042R18W4,441
T042R18W5,569
T042R19W4,447
T042R19W5,605
T042R20W4,450
T042R20W5,629
T042R21W4,456
T042R22W4,467
T042R23W4,478
T042R24W4,480
T042R25W4,473
T042R26W4,467
T042R27W4,482
T042R28W4,501
T043R01W4,371
T043R01W5,521
T043R02W4,372
T043R02W5,534
T043R03W4,372
T043R03W5,560
T043R04W4,378
T043R04W5,575
T043R05W4,382
T043R05W5,575
T043R06W4,383
T043R06W5,574
T043R07W4,383
T043R07W5,580
T043R08W4,384
T043R08W5,591
T043R09W4,385
T043R09W5,605
T043R10W4,384
T043R10W5,618
T043R11W4,379
T043R11W5,634
T043R12W4,378
T043R12W5,644
T043R13W4,381
T043R13W5,636
T043R14W4,389
T043R14W5,596
T043R15W4,400
T043R15W5,577
T043R16W4,413
T043R16W5,588
T043R17W4,425
T043R17W5,595
T043R18W4,437
T043R18W5,596
T043R19W4,443
T043R19W5,603
T043R20W4,447
T043R20W5,613
T043R21W4,458
T043R21W5,709
T043R22W4,470
T043R23W4,480
T043R24W4,480
T043R25W4,477
T043R26W4,488
T043R27W4,513
T043R28W4,519
T044R01W4,376
T044R01W5,525
T044R02W4,373
T044R02W5,547
T044R03W4,373
T044R03W5,575
T044R04W4,381
T044R04W5,587
T044R05W4,385
T044R05W5,584
T044R06W4,385
T044R06W5,580
T044R07W4,382
T044R07W5,582
T044R08W4,375
T044R08W5,591
T044R09W4,380
T044R09W5,601
T044R10W4,384
T044R10W5,605
T044R11W4,380
T044R11W5,614
T044R12W4,377
T044R12W5,619
T044R13W4,376
T044R13W5,603
T044R14W4,382
T044R14W5,585
T044R15W4,396
T044R15W5,584
T044R16W4,408
T044R16W5,591
T044R17W4,420
T044R17W5,605
T044R18W4,431
T044R18W5,616
T044R19W4,437
T044R19W5,621
T044R20W4,440
T044R20W5,647
T044R21W4,451
T044R21W5,689
T044R22W4,465
T044R22W5,641
T044R23W4,473
T044R24W4,479
T044R25W4,488
T044R26W4,503
T044R27W4,517
T044R28W4,521
T045R01W4,379
T045R01W5,537
T045R02W4,377
T045R02W5,558
T045R03W4,379
T045R03W5,581
T045R04W4,382
T045R04W5,593
T045R05W4,387
T045R05W5,593
T045R06W4,390
T045R06W5,585
T045R07W4,394
T045R07W5,584
T045R08W4,382
T045R08W5,591
T045R09W4,383
T045R09W5,597
T045R10W4,392
T045R10W5,599
T045R11W4,390
T045R11W5,603
T045R12W4,382
T045R12W5,581
T045R13W4,380
T045R13W5,569
T045R14W4,386
T045R14W5,566
T045R15W4,398
T045R15W5,581
T045R16W4,407
T045R16W5,596
T045R17W4,418
T045R17W5,622
T045R18W4,428
T045R18W5,634
T045R19W4,435
T045R19W5,657
T045R20W4,437
T045R20W5,656
T045R21W4,448
T045R21W5,651
T045R22W4,466
T045R22W5,656
T045R23W4,469
T045R23W5,625
T045R24W4,478
T045R25W4,500
T045R26W4,512
T045R27W4,517
T045R28W4,525
T046R01W4,383
T046R01W5,540
T046R02W4,384
T046R02W5,560
T046R03W4,382
T046R03W5,577
T046R04W4,383
T046R04W5,593
T046R05W4,389
T046R05W5,594
T046R06W4,397
T046R06W5,587
T046R07W4,409
T046R07W5,585
T046R08W4,407
T046R08W5,588
T046R09W4,398
T046R09W5,596
T046R10W4,402
T046R10W5,596
T046R11W4,401
T046R11W5,593
T046R12W4,397
T046R12W5,573
T046R13W4,393
T046R13W5,556
T046R14W4,397
T046R14W5,563
T046R15W4,406
T046R15W5,573
T046R16W4,410
T046R16W5,592
T046R17W4,415
T046R17W5,611
T046R18W4,427
T046R18W5,657
T046R19W4,433
T046R19W5,665
T046R20W4,435
T046R20W5,667
T046R21W4,442
T046R21W5,652
T046R22W4,466
T046R22W5,640
T046R23W4,468
T046R23W5,619
T046R24W4,478
T046R24W5,608
T046R25W4,504
T046R26W4,514
T046R27W4,516
T046R28W4,526
T047R01W4,386
T047R01W5,530
T047R02W4,385
T047R02W5,552
T047R03W4,383
T047R03W5,560
T047R04W4,382
T047R04W5,567
T047R05W4,387
T047R05W5,578
T047R06W4,397
T047R06W5,579
T047R07W4,405
T047R07W5,582
T047R08W4,403
T047R08W5,586
T047R09W4,401
T047R09W5,593
T047R10W4,403
T047R10W5,600
T047R11W4,405
T047R11W5,600
T047R12W4,401
T047R12W5,568
T047R13W4,400
T047R13W5,543
T047R14W4,406
T047R14W5,556
T047R15W4,411
T047R15W5,579
T047R16W4,412
T047R16W5,590
T047R17W4,413
T047R17W5,614
T047R18W4,426
T047R18W5,629
T047R19W4,429
T047R19W5,660
T047R20W4,428
T047R20W5,671
T047R21W4,440
T047R21W5,640
T047R22W4,459
T047R22W5,631
T047R23W4,467
T047R23W5,617
T047R24W4,480
T047R24W5,603
T047R25W4,501
T047R26W4,509
T047R27W4,509
T047R28W4,516
T048R01W4,389
T048R01W5,511
T048R02W4,388
T048R02W5,543
T048R03W4,384
T048R03W5,559
T048R04W4,382
T048R04W5,567
T048R05W4,385
T048R05W5,563
T048R06W4,392
T048R06W5,568
T048R07W4,398
T048R07W5,578
T048R08W4,400
T048R08W5,578
T048R09W4,403
T048R09W5,586
T048R10W4,404
T048R10W5,591
T048R11W4,405
T048R11W5,584
T048R12W4,404
T048R12W5,549
T048R13W4,403
T048R13W5,538
T048R14W4,407
T048R14W5,536
T048R15W4,407
T048R15W5,551
T048R16W4,402
T048R16W5,570
T048R17W4,409
T048R17W5,595
T048R18W4,423
T048R18W5,618
T048R19W4,431
T048R19W5,628
T048R20W4,435
T048R20W5,634
T048R21W4,443
T048R21W5,624
T048R22W4,454
T048R22W5,627
T048R23W4,462
T048R23W5,619
T048R24W4,468
T048R24W5,605
T048R25W4,475
T048R25W5,600
T048R26W4,487
T048R27W4,495
T048R28W4,500
T049R01W4,396
T049R01W5,501
T049R02W4,391
T049R02W5,524
T049R03W4,386
T049R03W5,550
T049R04W4,383
T049R04W5,556
T049R05W4,383
T049R05W5,551
T049R06W4,386
T049R06W5,555
T049R07W4,391
T049R07W5,567
T049R08W4,398
T049R08W5,571
T049R09W4,405
T049R09W5,575
T049R10W4,409
T049R10W5,578
T049R11W4,410
T049R11W5,564
T049R12W4,406
T049R12W5,544
T049R13W4,404
T049R13W5,531
T049R14W4,406
T049R14W5,532
T049R15W4,403
T049R15W5,544
T049R16W4,402
T049R16W5,556
T049R17W4,407
T049R17W5,568
T049R18W4,422
T049R18W5,588
T049R19W4,440
T049R19W5,603
T049R20W4,451
T049R20W5,603
T049R21W4,456
T049R21W5,611
T049R22W4,455
T049R22W5,621
T049R23W4,458
T049R23W5,617
T049R24W4,456
T049R24W5,591
T049R25W4,454
T049R25W5,575
T049R26W4,482
T049R26W5,591
T049R27W4,499
T049R28W4,499
T050R01W4,403
T050R01W5,495
T050R02W4,397
T050R02W5,501
T050R02W6,521
T050R03W4,386
T050R03W5,514
T050R04W4,383
T050R04W5,521
T050R05W4,383
T050R05W5,525
T050R06W4,384
T050R06W5,533
T050R07W4,389
T050R07W5,549
T050R08W4,396
T050R08W5,559
T050R09W4,404
T050R09W5,562
T050R10W4,412
T050R10W5,564
T050R11W4,419
T050R11W5,561
T050R12W4,419
T050R12W5,562
T050R13W4,412
T050R13W5,556
T050R14W4,406
T050R14W5,553
T050R15W4,398
T050R15W5,550
T050R16W4,399
T050R16W5,544
T050R17W4,408
T050R17W5,543
T050R18W4,430
T050R18W5,552
T050R19W4,452
T050R19W5,570
T050R20W4,471
T050R20W5,590
T050R21W4,475
T050R21W5,607
T050R22W4,463
T050R22W5,616
T050R23W4,454
T050R23W5,603
T050R24W4,450
T050R24W5,565
T050R25W4,451
T050R25W5,534
T050R26W4,477
T050R26W5,532
T050R27W4,505
T050R27W5,559
T050R28W4,500
T051R01W4,399
T051R01W5,484
T051R01W6,554
T051R02W4,393
T051R02W5,485
T051R02W6,519
T051R03W4,386
T051R03W5,486
T051R03W6,515
T051R04W4,384
T051R04W5,490
T051R04W6,523
T051R05W4,384
T051R05W5,497
T051R05W6,544
T051R06W4,385
T051R06W5,516
T051R06W6,540
T051R07W4,389
T051R07W5,533
T051R07W6,561
T051R08W4,392
T051R08W5,545
T051R08W6,565
T051R09W4,395
T051R09W5,550
T051R09W6,569
T051R10W4,408
T051R10W5,553
T051R10W6,582
T051R11W4,429
T051R11W5,560
T051R11W6,642
T051R12W4,452
T051R12W5,574
T051R12W6,656
T051R13W4,437
T051R13W5,581
T051R14W4,401
T051R14W5,575
T051R15W4,386
T051R15W5,550
T051R16W4,390
T051R16W5,531
T051R17W4,415
T051R17W5,527
T051R18W4,448
T051R18W5,532
T051R19W4,468
T051R19W5,549
T051R20W4,483
T051R20W5,574
T051R21W4,488
T051R21W5,594
T051R22W4,472
T051R22W5,600
T051R23W4,451
T051R23W5,587
T051R24W4,442
T051R24W5,560
T051R25W4,458
T051R25W5,529
T051R26W4,500
T051R26W5,570
T051R27W4,492
T051R27W5,565
T051R28W4,487
T051R28W5,562
T052R01W4,391
T052R01W5,483
T052R01W6,565
T052R02W4,390
T052R02W5,482
T052R02W6,542
T052R03W4,387
T052R03W5,476
T052R03W6,529
T052R04W4,384
T052R04W5,481
T052R04W6,533
T052R05W4,384
T052R05W5,491
T052R05W6,543
T052R06W4,385
T052R06W5,515
T052R06W6,549
T052R07W4,389
T052R07W5,536
T052R07W6,560
T052R08W4,391
T052R08W5,542
T052R08W6,561
T052R09W4,390
T052R09W5,543
T052R09W6,585
T052R10W4,397
T052R10W5,546
T052R10W6,576
T052R11W4,419
T052R11W5,553
T052R11W6,635
T052R12W4,431
T052R12W5,570
T052R12W6,659
T052R13W4,427
T052R13W5,583
T052R14W4,396
T052R14W5,571
T052R15W4,370
T052R15W5,541
T052R16W4,381
T052R16W5,522
T052R17W4,421
T052R17W5,523
T052R18W4,463
T052R18W5,526
T052R19W4,472
T052R19W5,535
T052R20W4,479
T052R20W5,557
T052R21W4,487
T052R21W5,578
T052R22W4,473
T052R22W5,596
T052R23W4,444
T052R23W5,607
T052R24W4,443
T052R24W5,613
T052R25W4,447
T052R25W5,581
T052R26W4,481
T052R26W5,564
T052R27W4,480
T052R27W5,566
T052R28W4,480
T052R28W5,568
T053R01W4,388
T053R01W5,483
T053R01W6,569
T053R02W4,390
T053R02W5,482
T053R02W6,562
T053R03W4,386
T053R03W5,479
T053R03W6,556
T053R04W4,383
T053R04W5,487
T053R04W6,558
T053R05W4,383
T053R05W5,499
T053R05W6,562
T053R06W4,384
T053R06W5,526
T053R06W6,558
T053R07W4,388
T053R07W5,541
T053R07W6,567
T053R08W4,391
T053R08W5,542
T053R08W6,559
T053R09W4,392
T053R09W5,540
T053R09W6,560
T053R10W4,394
T053R10W5,540
T053R10W6,586
T053R11W4,402
T053R11W5,541
T053R11W6,627
T053R12W4,407
T053R12W5,555
T053R12W6,664
T053R13W4,421
T053R13W5,566
T053R14W4,401
T053R14W5,556
T053R15W4,377
T053R15W5,532
T053R16W4,387
T053R16W5,517
T053R17W4,425
T053R17W5,515
T053R18W4,465
T053R18W5,521
T053R19W4,473
T053R19W5,532
T053R20W4,476
T053R20W5,550
T053R21W4,475
T053R21W5,569
T053R22W4,453
T053R22W5,595
T053R23W4,439
T053R23W5,618
T053R24W4,433
T053R24W5,631
T053R25W4,435
T053R25W5,619
T053R26W4,448
T053R26W5,576
T053R27W4,464
T053R27W5,568
T053R28W4,477
T053R28W5,569
T054R01W4,388
T054R01W5,472
T054R01W6,571
T054R02W4,389
T054R02W5,479
T054R02W6,571
T054R03W4,385
T054R03W5,483
T054R03W6,571
T054R04W4,382
T054R04W5,491
T054R04W6,579
T054R05W4,382
T054R05W5,505
T054R05W6,576
T054R06W4,382
T054R06W5,524
T054R06W6,568
T054R07W4,385
T054R07W5,535
T054R07W6,556
T054R08W4,388
T054R08W5,533
T054R08W6,555
T054R09W4,390
T054R09W5,530
T054R09W6,557
T054R10W4,392
T054R10W5,529
T054R10W6,556
T054R11W4,396
T054R11W5,535
T054R11W6,592
T054R12W4,400
T054R12W5,544
T054R12W6,645
T054R13W4,403
T054R13W5,550
T054R14W4,399
T054R14W5,543
T054R15W4,391
T054R15W5,535
T054R16W4,401
T054R16W5,523
T054R17W4,427
T054R17W5,520
T054R18W4,457
T054R18W5,527
T054R19W4,473
T054R19W5,544
T054R20W4,477
T054R20W5,559
T054R21W4,465
T054R21W5,568
T054R22W4,451
T054R22W5,580
T054R23W4,439
T054R23W5,600
T054R24W4,417
T054R24W5,612
T054R25W4,426
T054R25W5,600
T054R26W4,435
T054R26W5,577
T054R27W4,450
T054R27W5,569
T054R28W4,461
T054R28W5,570
T055R01W4,388
T055R01W5,476
T055R01W6,577
T055R02W4,389
T055R02W5,483
T055R02W6,579
T055R03W4,386
T055R03W5,488
T055R03W6,579
T055R04W4,383
T055R04W5,493
T055R04W6,583
T055R05W4,382
T055R05W5,500
T055R05W6,582
T055R06W4,382
T055R06W5,509
T055R06W6,568
T055R07W4,381
T055R07W5,515
T055R07W6,545
T055R08W4,384
T055R08W5,513
T055R08W6,552
T055R09W4,388
T055R09W5,511
T055R09W6,548
T055R10W4,391
T055R10W5,515
T055R10W6,550
T055R11W4,396
T055R11W5,527
T055R11W6,557
T055R12W4,400
T055R12W5,533
T055R12W6,616
T055R13W4,402
T055R13W5,529
T055R13W6,680
T055R14W4,400
T055R14W5,525
T055R15W4,400
T055R15W5,537
T055R16W4,409
T055R16W5,545
T055R17W4,428
T055R17W5,551
T055R18W4,448
T055R18W5,571
T055R19W4,464
T055R19W5,580
T055R20W4,467
T055R20W5,579
T055R21W4,453
T055R21W5,576
T055R22W4,449
T055R22W5,564
T055R23W4,437
T055R23W5,563
T055R24W4,427
T055R24W5,556
T055R25W4,431
T055R25W5,557
T055R26W4,443
T055R26W5,563
T055R27W4,461
T055R27W5,570
T056R01W4,388
T056R01W5,483
T056R01W6,594
T056R02W4,389
T056R02W5,485
T056R02W6,596
T056R03W4,388
T056R03W5,486
T056R03W6,585
T056R04W4,385
T056R04W5,488
T056R04W6,582
T056R05W4,385
T056R05W5,490
T056R05W6,574
T056R06W4,385
T056R06W5,496
T056R06W6,558
T056R07W4,386
T056R07W5,496
T056R07W6,542
T056R08W4,386
T056R08W5,502
T056R08W6,544
T056R09W4,388
T056R09W5,511
T056R09W6,546
T056R10W4,394
T056R10W5,506
T056R10W6,549
T056R11W4,401
T056R11W5,524
T056R11W6,559
T056R12W4,403
T056R12W5,530
T056R12W6,587
T056R13W4,404
T056R13W5,521
T056R13W6,653
T056R14W4,402
T056R14W5,518
T056R14W6,695
T056R15W4,398
T056R15W5,540
T056R16W4,402
T056R16W5,567
T056R17W4,416
T056R17W5,577
T056R18W4,438
T056R18W5,604
T056R19W4,454
T056R19W5,604
T056R20W4,457
T056R20W5,594
T056R21W4,447
T056R21W5,582
T056R22W4,439
T056R22W5,564
T056R23W4,438
T056R23W5,548
T056R24W4,436
T056R24W5,534
T056R25W4,442
T056R25W5,540
T056R26W4,459
T056R26W5,554
T056R27W4,476
T056R27W5,575
T057R01W4,392
T057R01W5,486
T057R01W6,607
T057R02W4,392
T057R02W5,483
T057R02W6,612
T057R03W4,389
T057R03W5,476
T057R03W6,607
T057R04W4,387
T057R04W5,475
T057R04W6,594
T057R05W4,387
T057R05W5,481
T057R05W6,577
T057R06W4,390
T057R06W5,489
T057R06W6,558
T057R07W4,388
T057R07W5,483
T057R07W6,541
T057R08W4,387
T057R08W5,493
T057R08W6,547
T057R09W4,389
T057R09W5,512
T057R09W6,541
T057R10W4,397
T057R10W5,537
T057R10W6,543
T057R11W4,405
T057R11W5,537
T057R11W6,553
T057R12W4,409
T057R12W5,547
T057R12W6,582
T057R13W4,409
T057R13W5,538
T057R13W6,597
T057R14W4,404
T057R14W5,528
T057R14W6,669
T057R15W4,392
T057R15W5,558
T057R16W4,386
T057R16W5,575
T057R17W4,405
T057R17W5,581
T057R18W4,426
T057R18W5,609
T057R19W4,442
T057R19W5,610
T057R20W4,449
T057R20W5,598
T057R21W4,450
T057R21W5,585
T057R22W4,449
T057R22W5,576
T057R23W4,445
T057R23W5,571
T057R24W4,444
T057R24W5,555
T057R25W4,455
T057R25W5,557
T057R26W4,473
T057R26W5,571
T057R27W4,481
T057R27W5,592
T058R01W4,397
T058R01W5,482
T058R01W6,608
T058R02W4,395
T058R02W5,473
T058R02W6,612
T058R03W4,391
T058R03W5,459
T058R03W6,620
T058R04W4,390
T058R04W5,458
T058R04W6,614
T058R05W4,395
T058R05W5,475
T058R05W6,590
T058R06W4,395
T058R06W5,471
T058R06W6,562
T058R07W4,393
T058R07W5,471
T058R07W6,543
T058R08W4,394
T058R08W5,488
T058R08W6,534
T058R09W4,401
T058R09W5,512
T058R09W6,545
T058R10W4,407
T058R10W5,542
T058R10W6,550
T058R11W4,415
T058R11W5,543
T058R11W6,559
T058R12W4,419
T058R12W5,572
T058R12W6,588
T058R13W4,415
T058R13W5,560
T058R13W6,608
T058R14W4,411
T058R14W5,546
T058R14W6,650
T058R15W4,402
T058R15W5,559
T058R16W4,400
T058R16W5,575
T058R17W4,403
T058R17W5,585
T058R18W4,419
T058R18W5,590
T058R19W4,433
T058R19W5,594
T058R20W4,442
T058R20W5,593
T058R21W4,448
T058R21W5,588
T058R22W4,448
T058R22W5,588
T058R23W4,447
T058R23W5,587
T058R24W4,448
T058R24W5,585
T058R25W4,457
T058R25W5,580
T058R26W4,476
T058R26W5,586
T058R27W4,487
T058R27W5,598
T059R01W4,402
T059R01W5,470
T059R01W6,614
T059R02W4,400
T059R02W5,461
T059R02W6,628
T059R03W4,397
T059R03W5,451
T059R03W6,652
T059R04W4,394
T059R04W5,447
T059R04W6,650
T059R05W4,402
T059R05W5,458
T059R05W6,607
T059R06W4,403
T059R06W5,449
T059R06W6,567
T059R07W4,405
T059R07W5,468
T059R07W6,550
T059R08W4,413
T059R08W5,483
T059R08W6,544
T059R09W4,421
T059R09W5,509
T059R09W6,549
T059R10W4,429
T059R10W5,534
T059R10W6,550
T059R11W4,435
T059R11W5,545
T059R11W6,562
T059R12W4,431
T059R12W5,545
T059R12W6,599
T059R13W4,425
T059R13W5,544
T059R13W6,626
T059R14W4,427
T059R14W5,546
T059R14W6,669
T059R15W4,433
T059R15W5,554
T059R16W4,411
T059R16W5,565
T059R17W4,408
T059R17W5,583
T059R18W4,417
T059R18W5,587
T059R19W4,426
T059R19W5,591
T059R20W4,432
T059R20W5,599
T059R21W4,439
T059R21W5,593
T059R22W4,443
T059R22W5,589
T059R23W4,444
T059R23W5,590
T059R24W4,447
T059R24W5,590
T059R25W4,458
T059R25W5,589
T059R26W4,466
T059R26W5,596
T059R27W4,470
T059R27W5,604
T060R01W4,406
T060R01W5,458
T060R01W6,623
T060R02W4,408
T060R02W5,460
T060R02W6,655
T060R03W4,407
T060R03W5,458
T060R03W6,678
T060R04W4,407
T060R04W5,458
T060R04W6,676
T060R05W4,414
T060R05W5,459
T060R05W6,621
T060R06W4,419
T060R06W5,466
T060R06W6,572
T060R07W4,425
T060R07W5,475
T060R07W6,559
T060R08W4,434
T060R08W5,479
T060R08W6,553
T060R09W4,445
T060R09W5,499
T060R09W6,540
T060R10W4,453
T060R10W5,524
T060R10W6,540
T060R11W4,452
T060R11W5,538
T060R11W6,584
T060R12W4,445
T060R12W5,541
T060R12W6,620
T060R13W4,437
T060R13W5,542
T060R13W6,626
T060R14W4,432
T060R14W5,545
T060R14W6,650
T060R15W4,430
T060R15W5,551
T060R16W4,420
T060R16W5,562
T060R17W4,413
T060R17W5,579
T060R18W4,416
T060R18W5,589
T060R19W4,421
T060R19W5,601
T060R20W4,421
T060R20W5,602
T060R21W4,421
T060R21W5,594
T060R22W4,428
T060R22W5,591
T060R23W4,440
T060R23W5,592
T060R24W4,448
T060R24W5,592
T060R25W4,456
T060R25W5,593
T060R26W4,461
T060R26W5,597
T060R27W4,459
T060R27W5,608
T061R01W4,409
T061R01W5,447
T061R01W6,619
T061R02W4,412
T061R02W5,465
T061R02W6,639
T061R03W4,412
T061R03W5,476
T061R03W6,672
T061R04W4,413
T061R04W5,476
T061R04W6,668
T061R05W4,417
T061R05W5,472
T061R05W6,626
T061R06W4,426
T061R06W5,478
T061R06W6,581
T061R07W4,436
T061R07W5,475
T061R07W6,575
T061R08W4,446
T061R08W5,477
T061R08W6,576
T061R09W4,455
T061R09W5,492
T061R09W6,561
T061R10W4,459
T061R10W5,515
T061R10W6,563
T061R11W4,458
T061R11W5,530
T061R11W6,587
T061R12W4,450
T061R12W5,538
T061R12W6,596
T061R13W4,442
T061R13W5,543
T061R13W6,601
T061R14W4,436
T061R14W5,550
T061R14W6,668
T061R15W4,431
T061R15W5,559
T061R16W4,423
T061R16W5,571
T061R17W4,421
T061R17W5,582
T061R18W4,421
T061R18W5,586
T061R19W4,417
T061R19W5,595
T061R20W4,415
T061R20W5,594
T061R21W4,414
T061R21W5,590
T061R22W4,423
T061R22W5,593
T061R23W4,434
T061R23W5,597
T061R24W4,448
T061R24W5,596
T061R25W4,448
T061R25W5,590
T061R26W4,441
T061R26W5,590
T061R27W4,439
T061R27W5,602
T062R01W4,411
T062R01W5,447
T062R01W6,610
T062R02W4,412
T062R02W5,466
T062R02W6,612
T062R03W4,413
T062R03W5,481
T062R03W6,616
T062R04W4,413
T062R04W5,478
T062R04W6,633
T062R05W4,419
T062R05W5,476
T062R05W6,617
T062R06W4,430
T062R06W5,484
T062R06W6,608
T062R07W4,441
T062R07W5,482
T062R07W6,611
T062R08W4,449
T062R08W5,483
T062R08W6,605
T062R09W4,454
T062R09W5,496
T062R09W6,591
T062R10W4,456
T062R10W5,515
T062R10W6,592
T062R11W4,455
T062R11W5,527
T062R11W6,596
T062R12W4,447
T062R12W5,536
T062R12W6,596
T062R13W4,444
T062R13W5,550
T062R13W6,596
T062R14W4,444
T062R14W5,565
T062R14W6,608
T062R15W4,440
T062R15W5,579
T062R16W4,432
T062R16W5,590
T062R17W4,425
T062R17W5,591
T062R18W4,425
T062R18W5,579
T062R19W4,423
T062R19W5,576
T062R20W4,416
T062R20W5,577
T062R21W4,419
T062R21W5,583
T062R22W4,427
T062R22W5,596
T062R23W4,437
T062R23W5,601
T062R24W4,446
T062R24W5,597
T062R25W4,448
T062R25W5,583
T062R26W4,442
T062R26W5,581
T062R27W4,441
T062R27W5,591
T063R01W4,412
T063R01W5,461
T063R01W6,600
T063R02W4,413
T063R02W5,465
T063R02W6,605
T063R03W4,414
T063R03W5,461
T063R03W6,608
T063R04W4,415
T063R04W5,462
T063R04W6,612
T063R05W4,425
T063R05W5,473
T063R05W6,608
T063R06W4,435
T063R06W5,481
T063R06W6,608
T063R07W4,446
T063R07W5,484
T063R07W6,619
T063R08W4,451
T063R08W5,489
T063R08W6,611
T063R09W4,452
T063R09W5,503
T063R09W6,606
T063R10W4,450
T063R10W5,522
T063R10W6,611
T063R11W4,444
T063R11W5,531
T063R11W6,601
T063R12W4,443
T063R12W5,542
T063R12W6,578
T063R13W4,448
T063R13W5,564
T063R13W6,577
T063R14W4,454
T063R14W5,584
T063R14W6,590
T063R15W4,450
T063R15W5,595
T063R16W4,440
T063R16W5,598
T063R17W4,431
T063R17W5,595
T063R18W4,427
T063R18W5,574
T063R19W4,426
T063R19W5,570
T063R20W4,423
T063R20W5,574
T063R21W4,426
T063R21W5,583
T063R22W4,429
T063R22W5,596
T063R23W4,438
T063R23W5,598
T063R24W4,450
T063R24W5,588
T063R25W4,461
T063R25W5,579
T063R26W4,460
T063R26W5,580
T063R27W4,459
T063R27W5,587
T064R01W4,414
T064R01W5,488
T064R01W6,585
T064R02W4,414
T064R02W5,477
T064R02W6,591
T064R03W4,415
T064R03W5,467
T064R03W6,594
T064R04W4,420
T064R04W5,467
T064R04W6,594
T064R05W4,433
T064R05W5,477
T064R05W6,591
T064R06W4,444
T064R06W5,489
T064R06W6,595
T064R07W4,451
T064R07W5,499
T064R07W6,599
T064R08W4,454
T064R08W5,507
T064R08W6,596
T064R09W4,454
T064R09W5,520
T064R09W6,599
T064R10W4,448
T064R10W5,532
T064R10W6,587
T064R11W4,446
T064R11W5,543
T064R11W6,591
T064R12W4,448
T064R12W5,558
T064R12W6,586
T064R13W4,457
T064R13W5,592
T064R13W6,560
T064R14W4,465
T064R14W5,607
T064R14W6,557
T064R15W4,461
T064R15W5,606
T064R16W4,451
T064R16W5,597
T064R17W4,439
T064R17W5,585
T064R18W4,429
T064R18W5,555
T064R19W4,425
T064R19W5,559
T064R20W4,423
T064R20W5,570
T064R21W4,421
T064R21W5,575
T064R22W4,422
T064R22W5,581
T064R23W4,434
T064R23W5,582
T064R24W4,453
T064R24W5,580
T064R25W4,482
T064R25W5,578
T064R26W4,499
T064R26W5,578
T064R27W4,496
T064R27W5,581
T065R01W4,418
T065R01W5,506
T065R01W6,559
T065R02W4,419
T065R02W5,489
T065R02W6,558
T065R03W4,419
T065R03W5,481
T065R03W6,563
T065R04W4,426
T065R04W5,480
T065R04W6,570
T065R05W4,435
T065R05W5,494
T065R05W6,571
T065R06W4,446
T065R06W5,512
T065R06W6,570
T065R07W4,451
T065R07W5,538
T065R07W6,572
T065R08W4,459
T065R08W5,564
T065R08W6,574
T065R09W4,457
T065R09W5,560
T065R09W6,567
T065R10W4,453
T065R10W5,560
T065R10W6,581
T065R11W4,451
T065R11W5,567
T065R11W6,584
T065R12W4,453
T065R12W5,599
T065R12W6,574
T065R13W4,464
T065R13W5,631
T065R13W6,552
T065R14W4,473
T065R14W5,645
T065R14W6,550
T065R15W4,467
T065R15W5,634
T065R16W4,456
T065R16W5,604
T065R17W4,438
T065R17W5,566
T065R18W4,420
T065R18W5,549
T065R19W4,411
T065R19W5,543
T065R20W4,406
T065R20W5,559
T065R21W4,408
T065R21W5,561
T065R22W4,413
T065R22W5,566
T065R23W4,427
T065R23W5,570
T065R24W4,448
T065R24W5,572
T065R25W4,485
T065R25W5,571
T065R26W4,514
T065R26W5,568
T065R27W4,514
T065R27W5,563
T066R01W4,419
T066R01W5,502
T066R01W6,543
T066R02W4,421
T066R02W5,493
T066R02W6,544
T066R03W4,425
T066R03W5,492
T066R03W6,547
T066R04W4,432
T066R04W5,496
T066R04W6,545
T066R05W4,437
T066R05W5,503
T066R05W6,544
T066R06W4,440
T066R06W5,522
T066R06W6,546
T066R07W4,451
T066R07W5,570
T066R07W6,545
T066R08W4,461
T066R08W5,605
T066R08W6,542
T066R09W4,463
T066R09W5,614
T066R09W6,543
T066R10W4,463
T066R10W5,588
T066R10W6,543
T066R11W4,459
T066R11W5,589
T066R11W6,547
T066R12W4,455
T066R12W5,629
T066R12W6,551
T066R13W4,453
T066R13W5,656
T066R13W6,543
T066R14W4,456
T066R14W5,662
T066R14W6,540
T066R15W4,457
T066R15W5,653
T066R16W4,451
T066R16W5,621
T066R17W4,433
T066R17W5,567
T066R18W4,415
